지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2011,강원도,강릉시,1차일반생애검진수검률,65359,47135,72.12
2011,강원도,동해시,1차일반생애검진수검률,27686,20149,72.78
2011,강원도,태백시,1차일반생애검진수검률,16397,12224,74.55
2011,강원도,속초시,1차일반생애검진수검률,23732,15609,65.77
2011,강원도,삼척시,1차일반생애검진수검률,22501,17123,76.1
2011,강원도,홍천군,1차일반생애검진수검률,21016,14858,70.7
2011,강원도,횡성군,1차일반생애검진수검률,14236,9941,69.83
2011,강원도,영월군,1차일반생애검진수검률,12776,8747,68.46
2011,강원도,평창군,1차일반생애검진수검률,13879,9209,66.35
2011,강원도,정선군,1차일반생애검진수검률,13535,9819,72.55
2011,강원도,철원군,1차일반생애검진수검률,12295,8129,66.12
2011,강원도,화천군,1차일반생애검진수검률,5596,3563,63.67
2011,강원도,양구군,1차일반생애검진수검률,5327,3370,63.26
2011,강원도,인제군,1차일반생애검진수검률,7732,4785,61.89
2011,강원도,고성군,1차일반생애검진수검률,8963,6371,71.08
2011,강원도,양양군,1차일반생애검진수검률,8807,6511,73.93
2011,충청북도,청주시상당구,1차일반생애검진수검률,74036,56234,75.95
2011,충청북도,청주시흥덕구,1차일반생애검진수검률,129922,99312,76.44
2011,충청북도,충주시,1차일반생애검진수검률,63925,46725,73.09
2011,충청북도,제천시,1차일반생애검진수검률,43791,33451,76.39
2011,충청북도,청원군,1차일반생애검진수검률,51344,39098,76.15
2011,충청북도,보은군,1차일반생애검진수검률,11796,8564,72.6
2011,충청북도,옥천군,1차일반생애검진수검률,18652,14585,78.2
2011,충청북도,영동군,1차일반생애검진수검률,16567,12242,73.89
2011,충청북도,증평군,1차일반생애검진수검률,10779,7961,73.86
2011,충청북도,진천군,1차일반생애검진수검률,23348,18384,78.74
2011,충청북도,괴산군,1차일반생애검진수검률,12631,8794,69.62
2011,충청북도,음성군,1차일반생애검진수검률,32659,24462,74.9
2011,충청북도,단양군,1차일반생애검진수검률,10641,7592,71.35
2011,충청남도,천안시동남구,1차일반생애검진수검률,76761,54583,71.11
2011,충청남도,천안시서북구,1차일반생애검진수검률,100689,76391,75.87
2011,충청남도,공주시,1차일반생애검진수검률,38772,28277,72.93
2011,충청남도,보령시,1차일반생애검진수검률,34019,24582,72.26
2011,충청남도,아산시,1차일반생애검진수검률,92294,69841,75.67
2011,충청남도,서산시,1차일반생애검진수검률,49132,34628,70.48
2011,충청남도,논산시,1차일반생애검진수검률,38887,27373,70.39
2011,충청남도,계룡시,1차일반생애검진수검률,8487,6148,72.44
2011,충청남도,금산군,1차일반생애검진수검률,18682,12957,69.36
2011,충청남도,연기군,1차일반생애검진수검률,26546,19860,74.81
2011,충청남도,부여군,1차일반생애검진수검률,24256,16969,69.96
2011,충청남도,서천군,1차일반생애검진수검률,20699,15037,72.65
2011,충청남도,청양군,1차일반생애검진수검률,11255,8281,73.58
2011,충청남도,홍성군,1차일반생애검진수검률,28495,20493,71.92
2011,충청남도,예산군,1차일반생애검진수검률,28603,19406,67.85
2011,충청남도,태안군,1차일반생애검진수검률,20848,13648,65.46
2011,충청남도,당진군,1차일반생애검진수검률,50591,36246,71.65
2011,전라북도,전주시완산구,1차일반생애검진수검률,99627,74843,75.12
2011,전라북도,전주시덕진구,1차일반생애검진수검률,83077,63668,76.64
2011,전라북도,군산시,1차일반생애검진수검률,86177,65478,75.98
2011,전라북도,익산시,1차일반생애검진수검률,92373,70029,75.81
2011,전라북도,정읍시,1차일반생애검진수검률,37026,27229,73.54
2011,전라북도,남원시,1차일반생애검진수검률,26024,18827,72.34
2011,전라북도,김제시,1차일반생애검진수검률,29110,20494,70.4
2011,전라북도,완주군,1차일반생애검진수검률,26766,20097,75.08
2011,전라북도,진안군,1차일반생애검진수검률,8755,6611,75.51
2011,전라북도,무주군,1차일반생애검진수검률,8123,5907,72.72
2011,전라북도,장수군,1차일반생애검진수검률,7694,5496,71.43
2011,전라북도,임실군,1차일반생애검진수검률,9693,6997,72.19
2011,전라북도,순창군,1차일반생애검진수검률,9990,7223,72.3
2011,전라북도,고창군,1차일반생애검진수검률,19619,13831,70.5
2011,전라북도,부안군,1차일반생애검진수검률,18809,12770,67.89
2011,전라남도,목포시,1차일반생애검진수검률,68610,50180,73.14
2011,전라남도,여수시,1차일반생애검진수검률,90246,68019,75.37
2011,전라남도,순천시,1차일반생애검진수검률,79866,61070,76.47
2011,전라남도,나주시,1차일반생애검진수검률,29060,21114,72.66
2011,전라남도,광양시,1차일반생애검진수검률,46289,36887,79.69
2011,전라남도,담양군,1차일반생애검진수검률,15965,11506,72.07
2011,전라남도,곡성군,1차일반생애검진수검률,10275,7399,72.01
2011,전라남도,구례군,1차일반생애검진수검률,8628,6150,71.28
2011,전라남도,고흥군,1차일반생애검진수검률,24793,16922,68.25
2011,전라남도,보성군,1차일반생애검진수검률,15335,10631,69.33
2011,전라남도,화순군,1차일반생애검진수검률,21379,15428,72.16
2011,전라남도,장흥군,1차일반생애검진수검률,13078,8583,65.63
2011,전라남도,강진군,1차일반생애검진수검률,12680,8733,68.87
2011,전라남도,해남군,1차일반생애검진수검률,25601,17494,68.33
2011,전라남도,영암군,1차일반생애검진수검률,20489,15051,73.46
2011,전라남도,무안군,1차일반생애검진수검률,22181,16094,72.56
2011,전라남도,함평군,1차일반생애검진수검률,12097,8688,71.82
2011,전라남도,영광군,1차일반생애검진수검률,17566,12043,68.56
2011,전라남도,장성군,1차일반생애검진수검률,14512,10860,74.83
2011,전라남도,완도군,1차일반생애검진수검률,16987,11468,67.51
2011,전라남도,진도군,1차일반생애검진수검률,10461,7022,67.13
2011,전라남도,신안군,1차일반생애검진수검률,14768,10154,68.76
2011,경상북도,포항시남구,1차일반생애검진수검률,83254,62493,75.06
2011,경상북도,포항시북구,1차일반생애검진수검률,82413,60638,73.58
2011,경상북도,경주시,1차일반생애검진수검률,90694,67348,74.26
2011,경상북도,김천시,1차일반생애검진수검률,43898,32158,73.26
2011,경상북도,안동시,1차일반생애검진수검률,52064,38464,73.88
2011,경상북도,구미시,1차일반생애검진수검률,135376,104923,77.5
2011,경상북도,영주시,1차일반생애검진수검률,36224,26995,74.52
2011,경상북도,영천시,1차일반생애검진수검률,33989,24243,71.33
2011,경상북도,상주시,1차일반생애검진수검률,34234,24809,72.47
2011,경상북도,문경시,1차일반생애검진수검률,24526,18078,73.71
2011,경상북도,경산시,1차일반생애검진수검률,75560,55760,73.8
2011,경상북도,군위군,1차일반생애검진수검률,8988,6488,72.19
2011,경상북도,의성군,1차일반생애검진수검률,20345,14413,70.84
2011,경상북도,청송군,1차일반생애검진수검률,9285,6975,75.12
2011,경상북도,영양군,1차일반생애검진수검률,6044,4374,72.37
2011,경상북도,영덕군,1차일반생애검진수검률,13739,9227,67.16
2011,경상북도,청도군,1차일반생애검진수검률,15226,10263,67.4
2011,경상북도,고령군,1차일반생애검진수검률,12359,8772,70.98
2011,경상북도,성주군,1차일반생애검진수검률,15558,10540,67.75
2011,경상북도,칠곡군,1차일반생애검진수검률,41666,32339,77.61
2011,경상북도,예천군,1차일반생애검진수검률,15595,11177,71.67
2011,경상북도,봉화군,1차일반생애검진수검률,11424,8356,73.14
2011,경상북도,울진군,1차일반생애검진수검률,16631,11279,67.82
2011,경상북도,울릉군,1차일반생애검진수검률,3420,2114,61.81
2011,경상남도,창원시 의창구,1차일반생애검진수검률,80086,58978,73.64
2011,경상남도,창원시 성산구,1차일반생애검진수검률,83289,64700,77.68
2011,경상남도,창원시 마산합포구,1차일반생애검진수검률,60425,42391,70.15
2011,경상남도,창원시 마산회원구,1차일반생애검진수검률,73075,54155,74.11
2011,경상남도,창원시 진해구,1차일반생애검진수검률,49403,37092,75.08
2011,경상남도,진주시,1차일반생애검진수검률,98628,70651,71.63
2011,경상남도,통영시,1차일반생애검진수검률,42245,29390,69.57
2011,경상남도,사천시,1차일반생애검진수검률,36093,25440,70.48
2011,경상남도,김해시,1차일반생애검진수검률,156315,114287,73.11
2011,경상남도,밀양시,1차일반생애검진수검률,35722,24649,69
2011,경상남도,거제시,1차일반생애검진수검률,81601,64483,79.02
2011,경상남도,양산시,1차일반생애검진수검률,83704,62059,74.14
2011,경상남도,의령군,1차일반생애검진수검률,10591,7141,67.43
2011,경상남도,함안군,1차일반생애검진수검률,22482,15784,70.21
2011,경상남도,창녕군,1차일반생애검진수검률,21091,14189,67.28
2011,경상남도,고성군,1차일반생애검진수검률,19514,13542,69.4
2011,경상남도,남해군,1차일반생애검진수검률,16539,10982,66.4
2011,경상남도,하동군,1차일반생애검진수검률,16410,11493,70.04
2011,경상남도,산청군,1차일반생애검진수검률,11897,8137,68.4
2011,경상남도,함양군,1차일반생애검진수검률,12954,8849,68.31
2011,경상남도,거창군,1차일반생애검진수검률,19282,13770,71.41
2011,경상남도,합천군,1차일반생애검진수검률,17566,11975,68.17
2011,제주특별자치도,제주시,1차일반생애검진수검률,117148,77034,65.76
2011,제주특별자치도,서귀포시,1차일반생애검진수검률,45266,29778,65.78
2012,서울특별시,종로구,1차일반생애검진수검률,50969,33022,64.79
2012,서울특별시,중구,1차일반생애검진수검률,42397,26886,63.41
2012,서울특별시,용산구,1차일반생애검진수검률,74023,46594,62.95
2012,서울특별시,성동구,1차일반생애검진수검률,93671,63321,67.6
2012,서울특별시,광진구,1차일반생애검진수검률,114684,78928,68.82
2012,서울특별시,동대문구,1차일반생애검진수검률,113518,75692,66.68
2012,서울특별시,중랑구,1차일반생애검진수검률,130730,90962,69.58
2012,서울특별시,성북구,1차일반생애검진수검률,146634,99727,68.01
2012,서울특별시,강북구,1차일반생애검진수검률,106275,72465,68.19
2012,서울특별시,도봉구,1차일반생애검진수검률,113636,80929,71.22
2012,서울특별시,노원구,1차일반생애검진수검률,182033,129124,70.93
2012,서울특별시,은평구,1차일반생애검진수검률,150643,104138,69.13
2012,서울특별시,서대문구,1차일반생애검진수검률,96899,65872,67.98
2012,서울특별시,마포구,1차일반생애검진수검률,119050,80910,67.96
2012,서울특별시,양천구,1차일반생애검진수검률,151847,104581,68.87
2012,서울특별시,강서구,1차일반생애검진수검률,178709,128585,71.95
2012,서울특별시,구로구,1차일반생애검진수검률,140219,99734,71.13
2012,서울특별시,금천구,1차일반생애검진수검률,79065,55430,70.11
2012,서울특별시,영등포구,1차일반생애검진수검률,127470,88866,69.72
2012,서울특별시,동작구,1차일반생애검진수검률,124119,86663,69.82
2012,서울특별시,관악구,1차일반생애검진수검률,164370,113452,69.02
2012,서울특별시,서초구,1차일반생애검진수검률,127603,83202,65.2
2012,서울특별시,강남구,1차일반생애검진수검률,166325,105264,63.29
2012,서울특별시,송파구,1차일반생애검진수검률,205489,144429,70.29
2012,서울특별시,강동구,1차일반생애검진수검률,150948,108186,71.67
2012,부산광역시,중구,1차일반생애검진수검률,16849,11566,68.65
2012,부산광역시,서구,1차일반생애검진수검률,41604,29116,69.98
2012,부산광역시,동구,1차일반생애검진수검률,34191,24391,71.34
2012,부산광역시,영도구,1차일반생애검진수검률,48204,35260,73.15
2012,부산광역시,부산진구,1차일반생애검진수검률,132065,96008,72.7
2012,부산광역시,동래구,1차일반생애검진수검률,93442,69505,74.38
2012,부산광역시,남구,1차일반생애검진수검률,97629,70861,72.58
2012,부산광역시,북구,1차일반생애검진수검률,101033,76057,75.28
2012,부산광역시,해운대구,1차일반생애검진수검률,135830,98340,72.4
