지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2009,경상북도,군위군,1차일반생애검진수검률,9539,6615,69.35
2009,경상북도,의성군,1차일반생애검진수검률,22221,15262,68.68
2009,경상북도,청송군,1차일반생애검진수검률,9641,6939,71.97
2009,경상북도,영양군,1차일반생애검진수검률,6230,4336,69.6
2009,경상북도,영덕군,1차일반생애검진수검률,14460,8892,61.49
2009,경상북도,청도군,1차일반생애검진수검률,16217,10513,64.83
2009,경상북도,고령군,1차일반생애검진수검률,12584,8371,66.52
2009,경상북도,성주군,1차일반생애검진수검률,16033,10550,65.8
2009,경상북도,칠곡군,1차일반생애검진수검률,40964,29403,71.78
2009,경상북도,예천군,1차일반생애검진수검률,16741,11245,67.17
2009,경상북도,봉화군,1차일반생애검진수검률,12618,8914,70.65
2009,경상북도,울진군,1차일반생애검진수검률,17352,10809,62.29
2009,경상북도,울릉군,1차일반생애검진수검률,3323,1672,50.32
2009,경상남도,창원시,1차일반생애검진수검률,165406,117087,70.79
2009,경상남도,마산시,1차일반생애검진수검률,136752,92612,67.72
2009,경상남도,진주시,1차일반생애검진수검률,101536,64552,63.58
2009,경상남도,진해시,1차일반생애검진수검률,47445,33604,70.83
2009,경상남도,통영시,1차일반생애검진수검률,43264,27656,63.92
2009,경상남도,사천시,1차일반생애검진수검률,36606,23639,64.58
2009,경상남도,김해시,1차일반생애검진수검률,148062,99216,67.01
2009,경상남도,밀양시,1차일반생애검진수검률,37204,24200,65.05
2009,경상남도,거제시,1차일반생애검진수검률,79423,59817,75.31
2009,경상남도,양산시,1차일반생애검진수검률,79891,55712,69.74
2009,경상남도,의령군,1차일반생애검진수검률,11403,7549,66.2
2009,경상남도,함안군,1차일반생애검진수검률,23337,16072,68.87
2009,경상남도,창녕군,1차일반생애검진수검률,21855,14050,64.29
2009,경상남도,고성군,1차일반생애검진수검률,20129,13454,66.84
2009,경상남도,남해군,1차일반생애검진수검률,17707,11300,63.82
2009,경상남도,하동군,1차일반생애검진수검률,17971,11949,66.49
2009,경상남도,산청군,1차일반생애검진수검률,12345,8208,66.49
2009,경상남도,함양군,1차일반생애검진수검률,13679,8990,65.72
2009,경상남도,거창군,1차일반생애검진수검률,20651,13853,67.08
2009,경상남도,합천군,1차일반생애검진수검률,20157,13392,66.44
2009,제주특별자치도,제주시,1차일반생애검진수검률,121458,72207,59.45
2009,제주특별자치도,서귀포시,1차일반생애검진수검률,48186,28795,59.76
2010,서울특별시,종로구,1차일반생애검진수검률,54123,31467,58.14
2010,서울특별시,중구,1차일반생애검진수검률,43174,25333,58.68
2010,서울특별시,용산구,1차일반생애검진수검률,77333,43923,56.8
2010,서울특별시,성동구,1차일반생애검진수검률,99081,61996,62.57
2010,서울특별시,광진구,1차일반생애검진수검률,119614,77040,64.41
2010,서울특별시,동대문구,1차일반생애검진수검률,116646,72354,62.03
2010,서울특별시,중랑구,1차일반생애검진수검률,135778,88350,65.07
2010,서울특별시,성북구,1차일반생애검진수검률,149362,90837,60.82
2010,서울특별시,강북구,1차일반생애검진수검률,108004,68143,63.09
2010,서울특별시,도봉구,1차일반생애검진수검률,118949,78528,66.02
2010,서울특별시,노원구,1차일반생애검진수검률,185654,124575,67.1
2010,서울특별시,은평구,1차일반생애검진수검률,146063,93337,63.9
2010,서울특별시,서대문구,1차일반생애검진수검률,105264,64885,61.64
2010,서울특별시,마포구,1차일반생애검진수검률,123253,77093,62.55
2010,서울특별시,양천구,1차일반생애검진수검률,156191,99801,63.9
2010,서울특별시,강서구,1차일반생애검진수검률,182330,123353,67.65
2010,서울특별시,구로구,1차일반생애검진수검률,141851,93717,66.07
2010,서울특별시,금천구,1차일반생애검진수검률,80681,51123,63.36
2010,서울특별시,영등포구,1차일반생애검진수검률,133488,84720,63.47
2010,서울특별시,동작구,1차일반생애검진수검률,128187,83341,65.02
2010,서울특별시,관악구,1차일반생애검진수검률,170423,110091,64.6
2010,서울특별시,서초구,1차일반생애검진수검률,132528,78218,59.02
2010,서울특별시,강남구,1차일반생애검진수검률,175275,101011,57.63
2010,서울특별시,송파구,1차일반생애검진수검률,212592,134908,63.46
2010,서울특별시,강동구,1차일반생애검진수검률,153426,99443,64.81
2010,부산광역시,중구,1차일반생애검진수검률,17279,11153,64.55
2010,부산광역시,서구,1차일반생애검진수검률,42758,29515,69.03
2010,부산광역시,동구,1차일반생애검진수검률,34010,23561,69.28
2010,부산광역시,영도구,1차일반생애검진수검률,49346,35987,72.93
2010,부산광역시,부산진구,1차일반생애검진수검률,134861,95064,70.49
2010,부산광역시,동래구,1차일반생애검진수검률,95134,67879,71.35
2010,부산광역시,남구,1차일반생애검진수검률,99748,69298,69.47
2010,부산광역시,북구,1차일반생애검진수검률,102765,74947,72.93
2010,부산광역시,해운대구,1차일반생애검진수검률,136983,95572,69.77
2010,부산광역시,사하구,1차일반생애검진수검률,122418,88413,72.22
2010,부산광역시,금정구,1차일반생애검진수검률,85542,59504,69.56
2010,부산광역시,강서구,1차일반생애검진수검률,22865,15473,67.67
2010,부산광역시,연제구,1차일반생애검진수검률,71449,51219,71.69
2010,부산광역시,수영구,1차일반생애검진수검률,60174,41253,68.56
2010,부산광역시,사상구,1차일반생애검진수검률,86829,61806,71.18
2010,부산광역시,기장군,1차일반생애검진수검률,30080,20972,69.72
2010,대구광역시,중구,1차일반생애검진수검률,26138,15984,61.15
2010,대구광역시,동구,1차일반생애검진수검률,106245,72683,68.41
2010,대구광역시,서구,1차일반생애검진수검률,75957,50466,66.44
2010,대구광역시,남구,1차일반생애검진수검률,56680,35658,62.91
2010,대구광역시,북구,1차일반생애검진수검률,141824,97107,68.47
2010,대구광역시,수성구,1차일반생애검진수검률,140483,94900,67.55
2010,대구광역시,달서구,1차일반생애검진수검률,191407,134024,70.02
2010,대구광역시,달성군,1차일반생애검진수검률,58864,42386,72.01
2010,인천광역시,중구,1차일반생애검진수검률,31014,18936,61.06
2010,인천광역시,동구,1차일반생애검진수검률,26603,17571,66.05
2010,인천광역시,남구,1차일반생애검진수검률,140750,93295,66.28
2010,인천광역시,연수구,1차일반생애검진수검률,86724,58675,67.66
2010,인천광역시,남동구,1차일반생애검진수검률,151469,102555,67.71
2010,인천광역시,부평구,1차일반생애검진수검률,178488,118178,66.21
2010,인천광역시,계양구,1차일반생애검진수검률,107357,70745,65.9
2010,인천광역시,서구,1차일반생애검진수검률,126755,87295,68.87
2010,인천광역시,강화군,1차일반생애검진수검률,23976,15484,64.58
2010,인천광역시,옹진군,1차일반생애검진수검률,6010,3358,55.87
2010,광주광역시,동구,1차일반생애검진수검률,34714,22496,64.8
2010,광주광역시,서구,1차일반생애검진수검률,90540,63342,69.96
2010,광주광역시,남구,1차일반생애검진수검률,66221,45729,69.06
2010,광주광역시,북구,1차일반생애검진수검률,142075,100773,70.93
2010,광주광역시,광산구,1차일반생애검진수검률,102448,74254,72.48
2010,대전광역시,동구,1차일반생애검진수검률,78282,53894,68.85
2010,대전광역시,중구,1차일반생애검진수검률,85181,59313,69.63
2010,대전광역시,서구,1차일반생애검진수검률,157176,114080,72.58
2010,대전광역시,유성구,1차일반생애검진수검률,82671,61061,73.86
2010,대전광역시,대덕구,1차일반생애검진수검률,66888,47879,71.58
2010,울산광역시,중구,1차일반생애검진수검률,80219,57367,71.51
2010,울산광역시,남구,1차일반생애검진수검률,119982,87828,73.2
2010,울산광역시,동구,1차일반생애검진수검률,67859,53370,78.65
2010,울산광역시,북구,1차일반생애검진수검률,60441,47366,78.37
2010,울산광역시,울주군,1차일반생애검진수검률,68816,49965,72.61
2010,경기도,수원시장안구,1차일반생애검진수검률,90449,61435,67.92
2010,경기도,수원시권선구,1차일반생애검진수검률,95516,63846,66.84
2010,경기도,수원시팔달구,1차일반생애검진수검률,71029,45428,63.96
2010,경기도,수원시영통구,1차일반생애검진수검률,83704,61044,72.93
2010,경기도,성남시수정구,1차일반생애검진수검률,76020,48192,63.39
2010,경기도,성남시중원구,1차일반생애검진수검률,83060,54228,65.29
2010,경기도,성남시분당구,1차일반생애검진수검률,139086,91246,65.6
2010,경기도,의정부시,1차일반생애검진수검률,132383,87087,65.78
2010,경기도,안양시만안구,1차일반생애검진수검률,85584,57426,67.1
2010,경기도,안양시동안구,1차일반생애검진수검률,110978,76027,68.51
2010,경기도,부천시원미구,1차일반생애검진수검률,142705,95450,66.89
2010,경기도,부천시소사구,1차일반생애검진수검률,73128,49397,67.55
2010,경기도,부천시오정구,1차일반생애검진수검률,59670,38090,63.83
2010,경기도,광명시,1차일반생애검진수검률,98757,65849,66.68
2010,경기도,평택시,1차일반생애검진수검률,135458,93358,68.92
2010,경기도,동두천시,1차일반생애검진수검률,29251,18656,63.78
2010,경기도,안산시상록구,1차일반생애검진수검률,115638,77049,66.63
2010,경기도,안산시단원구,1차일반생애검진수검률,115072,82410,71.62
2010,경기도,고양시덕양구,1차일반생애검진수검률,119176,76434,64.14
2010,경기도,고양시일산동구,1차일반생애검진수검률,79891,50742,63.51
2010,경기도,고양시일산서구,1차일반생애검진수검률,85368,55399,64.89
2010,경기도,과천시,1차일반생애검진수검률,22107,14134,63.93
2010,경기도,구리시,1차일반생애검진수검률,59275,38326,64.66
2010,경기도,남양주시,1차일반생애검진수검률,157722,102271,64.84
2010,경기도,오산시,1차일반생애검진수검률,51816,37078,71.56
2010,경기도,시흥시,1차일반생애검진수검률,130639,88691,67.89
2010,경기도,군포시,1차일반생애검진수검률,88724,62365,70.29
2010,경기도,의왕시,1차일반생애검진수검률,44917,29694,66.11
2010,경기도,하남시,1차일반생애검진수검률,47049,29529,62.76
2010,경기도,용인시처인구,1차일반생애검진수검률,66491,43882,66
2010,경기도,용인시기흥구,1차일반생애검진수검률,101777,67884,66.7
2010,경기도,용인시수지구,1차일반생애검진수검률,85999,55769,64.85
2010,경기도,파주시,1차일반생애검진수검률,108417,74472,68.69
2010,경기도,이천시,1차일반생애검진수검률,67649,46893,69.32
2010,경기도,안성시,1차일반생애검진수검률,59190,43272,73.11
2010,경기도,김포시,1차일반생애검진수검률,76525,51119,66.8
2010,경기도,화성시,1차일반생애검진수검률,170641,123018,72.09
2010,경기도,광주시,1차일반생애검진수검률,77469,51164,66.04
2010,경기도,양주시,1차일반생애검진수검률,58066,37785,65.07
2010,경기도,포천시,1차일반생애검진수검률,52865,33060,62.54
2010,경기도,여주군,1차일반생애검진수검률,36153,23674,65.48
2010,경기도,연천군,1차일반생애검진수검률,13860,8138,58.72
2010,경기도,가평군,1차일반생애검진수검률,18214,11414,62.67
2010,경기도,양평군,1차일반생애검진수검률,30288,18590,61.38
2010,강원도,춘천시,1차일반생애검진수검률,77900,52952,67.97
2010,강원도,원주시,1차일반생애검진수검률,96149,64991,67.59
2010,강원도,강릉시,1차일반생애검진수검률,68053,46563,68.42
2010,강원도,동해시,1차일반생애검진수검률,29030,19843,68.35
2010,강원도,태백시,1차일반생애검진수검률,16591,11324,68.25
2010,강원도,속초시,1차일반생애검진수검률,24875,14425,57.99
2010,강원도,삼척시,1차일반생애검진수검률,22838,16375,71.7
2010,강원도,홍천군,1차일반생애검진수검률,21961,14463,65.86
2010,강원도,횡성군,1차일반생애검진수검률,14899,9837,66.02
2010,강원도,영월군,1차일반생애검진수검률,13643,9074,66.51
2010,강원도,평창군,1차일반생애검진수검률,14472,8790,60.74
2010,강원도,정선군,1차일반생애검진수검률,14144,9995,70.67
2010,강원도,철원군,1차일반생애검진수검률,12562,8047,64.06
2010,강원도,화천군,1차일반생애검진수검률,6009,3686,61.34
2010,강원도,양구군,1차일반생애검진수검률,6002,3854,64.21
2010,강원도,인제군,1차일반생애검진수검률,7911,4969,62.81
2010,강원도,고성군,1차일반생애검진수검률,9679,6309,65.18
2010,강원도,양양군,1차일반생애검진수검률,8765,5551,63.33
2010,충청북도,청주시상당구,1차일반생애검진수검률,78184,55827,71.4
2010,충청북도,청주시흥덕구,1차일반생애검진수검률,131401,95784,72.89
2010,충청북도,충주시,1차일반생애검진수검률,66806,47033,70.4
2010,충청북도,제천시,1차일반생애검진수검률,44135,30924,70.07
2010,충청북도,청원군,1차일반생애검진수검률,51455,37388,72.66
2010,충청북도,보은군,1차일반생애검진수검률,12566,9026,71.83
2010,충청북도,옥천군,1차일반생애검진수검률,19247,14377,74.7
2010,충청북도,영동군,1차일반생애검진수검률,17904,13122,73.29
2010,충청북도,증평군,1차일반생애검진수검률,10967,7834,71.43
2010,충청북도,진천군,1차일반생애검진수검률,23526,17210,73.15
2010,충청북도,괴산군,1차일반생애검진수검률,13272,8807,66.36
2010,충청북도,음성군,1차일반생애검진수검률,33100,23656,71.47
2010,충청북도,단양군,1차일반생애검진수검률,11165,7711,69.06
2010,충청남도,천안시동남구,1차일반생애검진수검률,77341,50084,64.76
2010,충청남도,천안시서북구,1차일반생애검진수검률,99658,69829,70.07
2010,충청남도,공주시,1차일반생애검진수검률,40913,28183,68.89
2010,충청남도,보령시,1차일반생애검진수검률,35390,24121,68.16
2010,충청남도,아산시,1차일반생애검진수검률,91171,63658,69.82
2010,충청남도,서산시,1차일반생애검진수검률,51845,34691,66.91
2010,충청남도,논산시,1차일반생애검진수검률,40202,26604,66.18
2010,충청남도,계룡시,1차일반생애검진수검률,8561,5970,69.73
2010,충청남도,금산군,1차일반생애검진수검률,19920,13395,67.24
2010,충청남도,연기군,1차일반생애검진수검률,27274,19320,70.84
2010,충청남도,부여군,1차일반생애검진수검률,25761,17381,67.47
2010,충청남도,서천군,1차일반생애검진수검률,21795,15137,69.45
2010,충청남도,청양군,1차일반생애검진수검률,11748,8424,71.71
2010,충청남도,홍성군,1차일반생애검진수검률,30066,20226,67.27
2010,충청남도,예산군,1차일반생애검진수검률,30098,19504,64.8
2010,충청남도,태안군,1차일반생애검진수검률,22066,13777,62.44
2010,충청남도,당진군,1차일반생애검진수검률,49814,32952,66.15
2010,전라북도,전주시완산구,1차일반생애검진수검률,106053,75736,71.41
2010,전라북도,전주시덕진구,1차일반생애검진수검률,87910,64068,72.88
2010,전라북도,군산시,1차일반생애검진수검률,87005,63174,72.61
2010,전라북도,익산시,1차일반생애검진수검률,97085,70000,72.1
2010,전라북도,정읍시,1차일반생애검진수검률,38772,27093,69.88
2010,전라북도,남원시,1차일반생애검진수검률,27122,18735,69.08
2010,전라북도,김제시,1차일반생애검진수검률,30815,20370,66.1
2010,전라북도,완주군,1차일반생애검진수검률,27833,20024,71.94
2010,전라북도,진안군,1차일반생애검진수검률,9566,7207,75.34
2010,전라북도,무주군,1차일반생애검진수검률,9045,6422,71
2010,전라북도,장수군,1차일반생애검진수검률,8283,5648,68.19
2010,전라북도,임실군,1차일반생애검진수검률,10776,7400,68.67
2010,전라북도,순창군,1차일반생애검진수검률,10633,7291,68.57
2010,전라북도,고창군,1차일반생애검진수검률,21283,14181,66.63
2010,전라북도,부안군,1차일반생애검진수검률,19988,13468,67.38
2010,전라남도,목포시,1차일반생애검진수검률,71551,48335,67.55
2010,전라남도,여수시,1차일반생애검진수검률,93630,67981,72.61
2010,전라남도,순천시,1차일반생애검진수검률,83446,61070,73.19
2010,전라남도,나주시,1차일반생애검진수검률,30766,21151,68.75
2010,전라남도,광양시,1차일반생애검진수검률,46687,35868,76.83
2010,전라남도,담양군,1차일반생애검진수검률,16907,11464,67.81
2010,전라남도,곡성군,1차일반생애검진수검률,11514,8250,71.65
2010,전라남도,구례군,1차일반생애검진수검률,9305,6541,70.3
2010,전라남도,고흥군,1차일반생애검진수검률,26333,17020,64.63
2010,전라남도,보성군,1차일반생애검진수검률,16585,11419,68.85
2010,전라남도,화순군,1차일반생애검진수검률,22624,15300,67.63
2010,전라남도,장흥군,1차일반생애검진수검률,14083,9217,65.45
2010,전라남도,강진군,1차일반생애검진수검률,13773,8841,64.19
2010,전라남도,해남군,1차일반생애검진수검률,27343,17530,64.11
2010,전라남도,영암군,1차일반생애검진수검률,21364,15287,71.55
2010,전라남도,무안군,1차일반생애검진수검률,24005,16701,69.57
2010,전라남도,함평군,1차일반생애검진수검률,13014,8879,68.23
2010,전라남도,영광군,1차일반생애검진수검률,18617,11798,63.37
2010,전라남도,장성군,1차일반생애검진수검률,15033,10736,71.42
2010,전라남도,완도군,1차일반생애검진수검률,18294,11304,61.79
2010,전라남도,진도군,1차일반생애검진수검률,11544,7366,63.81
2010,전라남도,신안군,1차일반생애검진수검률,15653,10043,64.16
2010,경상북도,포항시남구,1차일반생애검진수검률,84816,59205,69.8
2010,경상북도,포항시북구,1차일반생애검진수검률,85900,58873,68.54
2010,경상북도,경주시,1차일반생애검진수검률,92528,65128,70.39
2010,경상북도,김천시,1차일반생애검진수검률,45924,32611,71.01
2010,경상북도,안동시,1차일반생애검진수검률,56608,39998,70.66
2010,경상북도,구미시,1차일반생애검진수검률,134686,97608,72.47
2010,경상북도,영주시,1차일반생애검진수검률,37985,26706,70.31
2010,경상북도,영천시,1차일반생애검진수검률,35313,24230,68.61
2010,경상북도,상주시,1차일반생애검진수검률,36694,25905,70.6
2010,경상북도,문경시,1차일반생애검진수검률,25993,18851,72.52
2010,경상북도,경산시,1차일반생애검진수검률,76190,52310,68.66
2010,경상북도,군위군,1차일반생애검진수검률,9747,7080,72.64
2010,경상북도,의성군,1차일반생애검진수검률,21458,15129,70.51
2010,경상북도,청송군,1차일반생애검진수검률,9932,7227,72.76
2010,경상북도,영양군,1차일반생애검진수검률,6535,4535,69.4
2010,경상북도,영덕군,1차일반생애검진수검률,14391,9377,65.16
2010,경상북도,청도군,1차일반생애검진수검률,15899,10717,67.41
2010,경상북도,고령군,1차일반생애검진수검률,12640,8448,66.84
2010,경상북도,성주군,1차일반생애검진수검률,16441,11027,67.07
2010,경상북도,칠곡군,1차일반생애검진수검률,41919,30636,73.08
2010,경상북도,예천군,1차일반생애검진수검률,16525,11532,69.79
2010,경상북도,봉화군,1차일반생애검진수검률,12167,8659,71.17
2010,경상북도,울진군,1차일반생애검진수검률,17721,11380,64.22
2010,경상북도,울릉군,1차일반생애검진수검률,3893,2293,58.9
2010,경상남도,창원시,1차일반생애검진수검률,167941,120582,71.8
2010,경상남도,마산시,1차일반생애검진수검률,136692,93323,68.27
2010,경상남도,진주시,1차일반생애검진수검률,103709,68798,66.34
2010,경상남도,진해시,1차일반생애검진수검률,49605,34785,70.12
2010,경상남도,통영시,1차일반생애검진수검률,42810,27561,64.38
2010,경상남도,사천시,1차일반생애검진수검률,37407,24755,66.18
2010,경상남도,김해시,1차일반생애검진수검률,157488,108656,68.99
2010,경상남도,밀양시,1차일반생애검진수검률,37783,25280,66.91
2010,경상남도,거제시,1차일반생애검진수검률,81540,62750,76.96
2010,경상남도,양산시,1차일반생애검진수검률,82268,57701,70.14
2010,경상남도,의령군,1차일반생애검진수검률,11395,7535,66.13
2010,경상남도,함안군,1차일반생애검진수검률,23523,16038,68.18
2010,경상남도,창녕군,1차일반생애검진수검률,21983,14439,65.68
2010,경상남도,고성군,1차일반생애검진수검률,21039,14778,70.24
2010,경상남도,남해군,1차일반생애검진수검률,18249,12461,68.28
2010,경상남도,하동군,1차일반생애검진수검률,17378,11594,66.72
2010,경상남도,산청군,1차일반생애검진수검률,12381,7986,64.5
2010,경상남도,함양군,1차일반생애검진수검률,14062,9372,66.65
2010,경상남도,거창군,1차일반생애검진수검률,20664,14227,68.85
2010,경상남도,합천군,1차일반생애검진수검률,18639,11972,64.23
2010,제주특별자치도,제주시,1차일반생애검진수검률,120387,75495,62.71
2010,제주특별자치도,서귀포시,1차일반생애검진수검률,47564,29873,62.81
2011,서울특별시,종로구,1차일반생애검진수검률,51459,32622,63.39
2011,서울특별시,중구,1차일반생애검진수검률,41973,26601,63.38
2011,서울특별시,용산구,1차일반생애검진수검률,73757,46360,62.86
2011,서울특별시,성동구,1차일반생애검진수검률,94860,63966,67.43
2011,서울특별시,광진구,1차일반생애검진수검률,115712,79996,69.13
2011,서울특별시,동대문구,1차일반생애검진수검률,112362,75160,66.89
2011,서울특별시,중랑구,1차일반생애검진수검률,131751,93008,70.59
2011,서울특별시,성북구,1차일반생애검진수검률,146455,99247,67.77
2011,서울특별시,강북구,1차일반생애검진수검률,105140,72356,68.82
2011,서울특별시,도봉구,1차일반생애검진수검률,113016,80376,71.12
2011,서울특별시,노원구,1차일반생애검진수검률,174842,123557,70.67
2011,서울특별시,은평구,1차일반생애검진수검률,146877,102509,69.79
2011,서울특별시,서대문구,1차일반생애검진수검률,97955,65720,67.09
2011,서울특별시,마포구,1차일반생애검진수검률,120186,81486,67.8
2011,서울특별시,양천구,1차일반생애검진수검률,146849,100788,68.63
2011,서울특별시,강서구,1차일반생애검진수검률,176526,129595,73.41
2011,서울특별시,구로구,1차일반생애검진수검률,136230,97622,71.66
2011,서울특별시,금천구,1차일반생애검진수검률,78523,55291,70.41
2011,서울특별시,영등포구,1차일반생애검진수검률,128897,90112,69.91
2011,서울특별시,동작구,1차일반생애검진수검률,122718,85769,69.89
2011,서울특별시,관악구,1차일반생애검진수검률,164831,115250,69.92
2011,서울특별시,서초구,1차일반생애검진수검률,126795,81459,64.24
2011,서울특별시,강남구,1차일반생애검진수검률,165254,103907,62.88
2011,서울특별시,송파구,1차일반생애검진수검률,205563,142541,69.34
2011,서울특별시,강동구,1차일반생애검진수검률,147842,104623,70.77
2011,부산광역시,중구,1차일반생애검진수검률,16193,11402,70.41
2011,부산광역시,서구,1차일반생애검진수검률,40750,29646,72.75
2011,부산광역시,동구,1차일반생애검진수검률,32920,24369,74.02
2011,부산광역시,영도구,1차일반생애검진수검률,47872,37072,77.44
2011,부산광역시,부산진구,1차일반생애검진수검률,127630,93823,73.51
2011,부산광역시,동래구,1차일반생애검진수검률,89684,66647,74.31
2011,부산광역시,남구,1차일반생애검진수검률,95442,70441,73.81
2011,부산광역시,북구,1차일반생애검진수검률,98280,74962,76.27
2011,부산광역시,해운대구,1차일반생애검진수검률,129684,94840,73.13
2011,부산광역시,사하구,1차일반생애검진수검률,117925,89537,75.93
2011,부산광역시,금정구,1차일반생애검진수검률,81490,60687,74.47
2011,부산광역시,강서구,1차일반생애검진수검률,22287,15741,70.63
2011,부산광역시,연제구,1차일반생애검진수검률,67706,50554,74.67
2011,부산광역시,수영구,1차일반생애검진수검률,56695,40912,72.16
2011,부산광역시,사상구,1차일반생애검진수검률,85776,65687,76.58
2011,부산광역시,기장군,1차일반생애검진수검률,32593,23764,72.91
2011,대구광역시,중구,1차일반생애검진수검률,24319,16133,66.34
2011,대구광역시,동구,1차일반생애검진수검률,103089,75259,73
2011,대구광역시,서구,1차일반생애검진수검률,73592,53332,72.47
2011,대구광역시,남구,1차일반생애검진수검률,53390,36568,68.49
2011,대구광역시,북구,1차일반생애검진수검률,136138,99943,73.41
2011,대구광역시,수성구,1차일반생애검진수검률,129395,91319,70.57
2011,대구광역시,달서구,1차일반생애검진수검률,186932,139946,74.86
2011,대구광역시,달성군,1차일반생애검진수검률,58252,44778,76.87
2011,인천광역시,중구,1차일반생애검진수검률,30527,21422,70.17
2011,인천광역시,동구,1차일반생애검진수검률,26258,19440,74.03
2011,인천광역시,남구,1차일반생애검진수검률,135102,97372,72.07
2011,인천광역시,연수구,1차일반생애검진수검률,84082,62057,73.81
2011,인천광역시,남동구,1차일반생애검진수검률,147787,108916,73.7
2011,인천광역시,부평구,1차일반생애검진수검률,172622,125839,72.9
2011,인천광역시,계양구,1차일반생애검진수검률,105008,76861,73.2
2011,인천광역시,서구,1차일반생애검진수검률,126204,94717,75.05
2011,인천광역시,강화군,1차일반생애검진수검률,22072,14805,67.08
2011,인천광역시,옹진군,1차일반생애검진수검률,5871,3949,67.26
2011,광주광역시,동구,1차일반생애검진수검률,31276,22110,70.69
2011,광주광역시,서구,1차일반생애검진수검률,86626,64816,74.82
2011,광주광역시,남구,1차일반생애검진수검률,62736,46373,73.92
2011,광주광역시,북구,1차일반생애검진수검률,133786,101964,76.21
2011,광주광역시,광산구,1차일반생애검진수검률,105905,82080,77.5
2011,대전광역시,동구,1차일반생애검진수검률,75613,56272,74.42
2011,대전광역시,중구,1차일반생애검진수검률,79864,59059,73.95
2011,대전광역시,서구,1차일반생애검진수검률,143668,107477,74.81
2011,대전광역시,유성구,1차일반생애검진수검률,81300,62660,77.07
2011,대전광역시,대덕구,1차일반생애검진수검률,64546,49831,77.2
2011,울산광역시,중구,1차일반생애검진수검률,78083,59197,75.81
2011,울산광역시,남구,1차일반생애검진수검률,112166,85420,76.15
2011,울산광역시,동구,1차일반생애검진수검률,64883,52749,81.3
2011,울산광역시,북구,1차일반생애검진수검률,61517,49682,80.76
2011,울산광역시,울주군,1차일반생애검진수검률,66689,50551,75.8
2011,경기도,수원시장안구,1차일반생애검진수검률,86188,62488,72.5
2011,경기도,수원시권선구,1차일반생애검진수검률,93102,67429,72.42
2011,경기도,수원시팔달구,1차일반생애검진수검률,65662,45881,69.87
2011,경기도,수원시영통구,1차일반생애검진수검률,82033,62629,76.35
2011,경기도,성남시수정구,1차일반생애검진수검률,73969,51711,69.91
2011,경기도,성남시중원구,1차일반생애검진수검률,79922,57167,71.53
2011,경기도,성남시분당구,1차일반생애검진수검률,137844,95575,69.34
2011,경기도,의정부시,1차일반생애검진수검률,126257,89742,71.08
2011,경기도,안양시만안구,1차일반생애검진수검률,83628,60813,72.72
2011,경기도,안양시동안구,1차일반생애검진수검률,105759,77417,73.2
2011,경기도,부천시원미구,1차일반생애검진수검률,136348,99518,72.99
2011,경기도,부천시소사구,1차일반생애검진수검률,70701,51815,73.29
2011,경기도,부천시오정구,1차일반생애검진수검률,60041,42735,71.18
2011,경기도,광명시,1차일반생애검진수검률,104140,76294,73.26
2011,경기도,평택시,1차일반생애검진수검률,133867,99536,74.35
2011,경기도,동두천시,1차일반생애검진수검률,27848,19407,69.69
2011,경기도,안산시상록구,1차일반생애검진수검률,112836,80150,71.03
2011,경기도,안산시단원구,1차일반생애검진수검률,114140,86115,75.45
2011,경기도,고양시덕양구,1차일반생애검진수검률,115420,81336,70.47
2011,경기도,고양시일산동구,1차일반생애검진수검률,78210,53276,68.12
2011,경기도,고양시일산서구,1차일반생애검진수검률,80676,55996,69.41
2011,경기도,과천시,1차일반생애검진수검률,19721,13327,67.58
2011,경기도,구리시,1차일반생애검진수검률,56596,39715,70.17
2011,경기도,남양주시,1차일반생애검진수검률,162228,114446,70.55
2011,경기도,오산시,1차일반생애검진수검률,57510,44560,77.48
2011,경기도,시흥시,1차일반생애검진수검률,129382,94387,72.95
2011,경기도,군포시,1차일반생애검진수검률,89065,66579,74.75
2011,경기도,의왕시,1차일반생애검진수검률,44702,31734,70.99
2011,경기도,하남시,1차일반생애검진수검률,46312,31795,68.65
2011,경기도,용인시처인구,1차일반생애검진수검률,65621,47521,72.42
2011,경기도,용인시기흥구,1차일반생애검진수검률,104619,76078,72.72
2011,경기도,용인시수지구,1차일반생애검진수검률,87551,60655,69.28
2011,경기도,파주시,1차일반생애검진수검률,113513,82911,73.04
2011,경기도,이천시,1차일반생애검진수검률,66630,48696,73.08
2011,경기도,안성시,1차일반생애검진수검률,58914,44336,75.26
2011,경기도,김포시,1차일반생애검진수검률,77015,55040,71.47
2011,경기도,화성시,1차일반생애검진수검률,169806,128593,75.73
2011,경기도,광주시,1차일반생애검진수검률,78537,55542,70.72
2011,경기도,양주시,1차일반생애검진수검률,59600,41399,69.46
2011,경기도,포천시,1차일반생애검진수검률,50769,33940,66.85
2011,경기도,여주군,1차일반생애검진수검률,34054,23184,68.08
2011,경기도,연천군,1차일반생애검진수검률,12865,8255,64.17
2011,경기도,가평군,1차일반생애검진수검률,17401,11673,67.08
2011,경기도,양평군,1차일반생애검진수검률,28547,17644,61.81
2011,강원도,춘천시,1차일반생애검진수검률,74406,53436,71.82
2011,강원도,원주시,1차일반생애검진수검률,92747,67187,72.44
